"","precision","recall","F1s"
"BART_pointwise",0.996666666666667,1,0.998330550918197
"BART_simul_max",1,1,1
"BART_simul_se",1,1,1
"stepwise_backward",0.431580808080808,1,0.602942992312658
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.966666666666667,1,0.983050847457627
