"","precision","recall","F1s"
"BART_pointwise",0.599004309800464,0.2067,0.307343995383167
"BART_simul_max",0.01,1e-04,0.000198019801980198
"BART_simul_se",0.817904761904762,0.0224,0.043605766615287
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.582214749200213,0.6783,0.626595229660067
