"","precision","recall","F1s"
"BART_pointwise",0.209605977355977,1,0.346569017150767
"BART_simul_max",0.96,0.83,0.890279329608939
"BART_simul_se",0.92,0.89,0.90475138121547
"stepwise_backward",0.0176373593600011,0.99,0.0346572814201557
"stepwise_forward",0.01,1,0.0198019801980198
"lasso",0.920857142857143,0.995,0.956493922899113
