"","precision","recall","F1s"
"BART_pointwise",0.978195630006388,0.855,0.912458277737164
"BART_simul_max",0.55,0.0385,0.0719626168224299
"BART_simul_se",0.92,0.1205,0.213089860643921
"stepwise_backward",0.488079007849067,1,0.655985341201147
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.625876132569403,1,0.769893991346461
