"","precision","recall","F1s"
"BART_pointwise",0.996515873015873,0.978,0.987171120909687
"BART_simul_max",0.74,0.082,0.147639902676399
"BART_simul_se",0.99,0.21,0.3465
"stepwise_backward",0.484980292570259,1,0.653180779565549
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.624937875692307,1,0.769183714701772
