"","precision","recall","F1s"
"BART_pointwise",0.620202380952381,0.608000000000001,0.614040574203492
"BART_simul_max",1,0.482,0.650472334682861
"BART_simul_se",1,0.542,0.702983138780805
"stepwise_backward",0.0330816183943452,0.763999999999999,0.0634172357510711
"stepwise_forward",0.025,1,0.048780487804878
"lasso",0.9325,0.302,0.45624139327663
