"","precision","recall","F1s"
"BART_pointwise",0.932616479439705,0.970000000000001,0.950940975054435
"BART_simul_max",0.81,0.0779999999999999,0.142297297297297
"BART_simul_se",1,0.328,0.493975903614458
"stepwise_backward",0.161129009844115,1,0.277538513770744
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.52370196206517,1,0.687407347504316
