"","precision","recall","F1s"
"BART_pointwise",0.5458534571558,0.386,0.452215813214312
"BART_simul_max",0.05,0.001,0.00196078431372549
"BART_simul_se",0.893392857142857,0.0638,0.11909504727365
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.449378869466766,0.9712,0.614449176186811
