"","precision","recall","F1s"
"BART_pointwise",0.865971517710688,0.8655,0.865735694653031
"BART_simul_max",0.495,0.034,0.0636294896030245
"BART_simul_se",0.982666666666666,0.2075,0.342646688138916
"stepwise_backward",0.161727203048525,0.996,0.278269861522083
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.534564836010602,1,0.69669892528009
