"","precision","recall","F1s"
"BART_pointwise",0.362260663090469,0.1999,0.257634200705825
"BART_simul_max",0.01,1e-04,0.000198019801980198
"BART_simul_se",0.682833333333333,0.0295,0.0565566214319139
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.446145327368665,0.2119,0.28733034317697
