"","precision","recall","F1s"
"BART_pointwise",0.111908787504361,0.614000000000001,0.189313028607647
"BART_simul_max",1,0.435999999999999,0.607242339832869
"BART_simul_se",0.984333333333333,0.518,0.678790326159308
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.852166666666667,0.286,0.428267096207351
