"","precision","recall","F1s"
"BART_pointwise",0.570671723882549,0.4176,0.482281352656964
"BART_simul_max",0.06,0.0012,0.00235294117647059
"BART_simul_se",0.902666666666667,0.0652,0.121615649538504
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.384789079620955,1,0.555736733172794
