"","precision","recall","F1s"
"BART_pointwise",0.893333333333333,1,0.943661971830986
"BART_simul_max",0.953333333333333,0.84,0.893085501858736
"BART_simul_se",0.95,0.86,0.902762430939226
"stepwise_backward",0.456301587301587,1,0.626658092362693
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.941833333333333,0.995,0.967686946045951
