"","precision","recall","F1s"
"BART_pointwise",0.0524694705636129,0.622000000000001,0.0967753534145743
"BART_simul_max",1,0.399999999999999,0.571428571428571
"BART_simul_se",0.759904761904762,0.52,0.617468561648932
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.91,0.264,0.409267461669506
