"","precision","recall","F1s"
"BART_pointwise",0.339769722894151,0.3634,0.351187809371369
"BART_simul_max",0.02,4e-04,0.000784313725490196
"BART_simul_se",0.721226190476191,0.0745999999999999,0.135214132064012
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.492484110798551,0.6854,0.573144007032211
