"","precision","recall","F1s"
"BART_pointwise",0.359808003058036,0.3874,0.373094559518139
"BART_simul_max",0.04,8e-04,0.00156862745098039
"BART_simul_se",0.766876401376401,0.0909999999999999,0.162694188611055
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.425239230213671,0.9416,0.585884938503849
