"","precision","recall","F1s"
"BART_pointwise",0.0112411320835538,0.566,0.0220444469586777
"BART_simul_max",0.99,0.222,0.362673267326732
"BART_simul_se",0.067566968363467,0.458,0.117761097531787
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.857333333333334,0.246,0.382303323262839
