"","precision","recall","F1s"
"BART_pointwise",0.230293650793651,1,0.374371843088177
"BART_simul_max",0.873333333333333,0.88,0.876653992395437
"BART_simul_se",0.903333333333333,0.93,0.916472727272727
"stepwise_backward",0.0403556612361378,1,0.077580509704129
"stepwise_forward",0.01,1,0.0198019801980198
"lasso",0.843111111111111,0.87,0.856344532364768
