"","precision","recall","F1s"
"BART_pointwise",0.992727272727273,1,0.996350364963503
"BART_simul_max",1,0.97,0.984771573604061
"BART_simul_se",1,0.973,0.986315255955398
"stepwise_backward",0.299649440823993,1,0.461123486705787
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.700624573449937,1,0.823961483784313
