"","precision","recall","F1s"
"BART_pointwise",0.585107142857143,0.600000000000001,0.592459994575536
"BART_simul_max",1,0.478,0.646820027063599
"BART_simul_se",1,0.536,0.697916666666667
"stepwise_backward",0.0328018402837014,0.765999999999999,0.0629097440446344
"stepwise_forward",0.025,1,0.048780487804878
"lasso",0.916,0.308,0.460993464052287
