"","precision","recall","F1s"
"BART_pointwise",0.897924408924408,0.995,0.943973021497938
"BART_simul_max",0.98,0.376,0.543480825958702
"BART_simul_se",1,0.54,0.701298701298701
"stepwise_backward",0.308055463930807,1,0.47101284681779
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.680227305100523,1,0.809684859942003
