"","precision","recall","F1s"
"BART_pointwise",0.922552447552447,1,0.959716286259889
"BART_simul_max",1,0.992,0.995983935742972
"BART_simul_se",1,0.989,0.994469582704877
"stepwise_backward",0.0845005800111596,1,0.15583316702383
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.648218079539152,1,0.786568340180319
