"","precision","recall","F1s"
"BART_pointwise",0.903333333333333,1,0.949211908931699
"BART_simul_max",0.99,1,0.994974874371859
"BART_simul_se",0.985,1,0.992443324937028
"stepwise_backward",0.275492063492063,1,0.431977699238389
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.993333333333333,1,0.996655518394649
