"","precision","recall","F1s"
"BART_pointwise",0.696666666666667,1,0.821218074656189
"BART_simul_max",0.935,0.95,0.942440318302387
"BART_simul_se",0.935,0.95,0.942440318302387
"stepwise_backward",0.285996031746032,1,0.444785247677206
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.879583333333333,0.91,0.894533178114086
