"","precision","recall","F1s"
"BART_pointwise",0.345928571428571,1,0.514037042933715
"BART_simul_max",1,1,1
"BART_simul_se",0.985,1,0.992443324937028
"stepwise_backward",0.0391524060263849,1,0.0753545019947552
"stepwise_forward",0.01,1,0.0198019801980198
"lasso",0.973333333333333,1,0.986486486486487
