"","precision","recall","F1s"
"BART_pointwise",0.945096555618294,0.9795,0.961990785576068
"BART_simul_max",0.86,0.097,0.174336468129572
"BART_simul_se",1,0.3535,0.522349464351681
"stepwise_backward",0.161089269927068,1,0.277479560098229
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.54509009626945,1,0.705577102054496
