"","precision","recall","F1s"
"BART_pointwise",0.0108433799253501,0.552,0.0212689566308379
"BART_simul_max",0.99,0.218,0.357317880794702
"BART_simul_se",0.0640980143064667,0.442,0.111959824075904
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.872666666666667,0.228,0.361540884312537
