"","precision","recall","F1s"
"BART_pointwise",0.9495,0.604000000000001,0.738330222079177
"BART_simul_max",1,0.482,0.650472334682861
"BART_simul_se",1,0.524,0.687664041994751
"stepwise_backward",0.130070431950211,0.688,0.21877934634164
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.859166666666667,0.3,0.444716031631919
