"","precision","recall","F1s"
"BART_pointwise",0.911740577402789,0.53975,0.678078086505682
"BART_simul_max",0.11,0.00275,0.00536585365853658
"BART_simul_se",0.9,0.05425,0.102331674089599
"stepwise_backward",0.307226801833973,1,0.47004360896357
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.511474154458537,1,0.67678848884024
