"","precision","recall","F1s"
"BART_pointwise",0.992611111111111,0.963500000000001,0.977838937801761
"BART_simul_max",0.76,0.0759999999999999,0.138181818181818
"BART_simul_se",0.97,0.1805,0.304363320295524
"stepwise_backward",0.489742289911719,1,0.65748591985093
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.615103062616004,1,0.761688931008172
