"","precision","recall","F1s"
"BART_pointwise",0.7675,1,0.868458274398868
"BART_simul_max",0.99,1,0.994974874371859
"BART_simul_se",0.985,1,0.992443324937028
"stepwise_backward",0.281678571428571,1,0.439546353832864
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.98,1,0.98989898989899
