"","precision","recall","F1s"
"BART_pointwise",0.590208624385441,0.4328,0.499394211436824
"BART_simul_max",0.07,0.0016,0.00312849162011173
"BART_simul_se",0.926559523809524,0.0803999999999999,0.147961033095859
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.425933095687657,1,0.59740964982968
