"","precision","recall","F1s"
"BART_pointwise",0.994545454545454,1,0.997265268915223
"BART_simul_max",1,0.996,0.997995991983968
"BART_simul_se",1,0.994,0.996990972918756
"stepwise_backward",0.304196303452077,1,0.466488522696928
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.669601821074531,1,0.802109595979699
