"","precision","recall","F1s"
"BART_pointwise",1,0.586000000000001,0.738965952080707
"BART_simul_max",1,0.434,0.605299860529986
"BART_simul_se",1,0.456,0.626373626373626
"stepwise_backward",0.520308164058164,0.678,0.588778322325295
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.96,0.359999999999999,0.523636363636363
