"","precision","recall","F1s"
"BART_pointwise",1,0.580000000000001,0.734177215189874
"BART_simul_max",1,0.423999999999999,0.595505617977528
"BART_simul_se",1,0.438,0.609179415855354
"stepwise_backward",0.49121176046176,0.646,0.558071606873727
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.9345,0.36,0.519768250289687
