"","precision","recall","F1s"
"BART_pointwise",1,0.582000000000001,0.735777496839444
"BART_simul_max",1,0.409999999999999,0.581560283687943
"BART_simul_se",1,0.425999999999999,0.597475455820476
"stepwise_backward",0.522262626262626,0.642,0.575974180562545
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.946666666666667,0.332,0.491595411887382
