"","precision","recall","F1s"
"BART_pointwise",0.877184903541257,0.4695,0.611632774867596
"BART_simul_max",0.09,0.00275,0.00533692722371968
"BART_simul_se",0.845,0.0465,0.0881491867638811
"stepwise_backward",0.301249619267555,0.99525,0.462504854024429
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.51264177895373,0.99975,0.677752452295857
