"","precision","recall","F1s"
"BART_pointwise",0.120895970538058,0.618000000000001,0.202230659718212
"BART_simul_max",1,0.462,0.632010943912448
"BART_simul_se",0.986666666666667,0.546,0.702983906046107
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.891952380952381,0.302,0.451223387707892
