"","precision","recall","F1s"
"BART_pointwise",0.69260101010101,1,0.818386620317186
"BART_simul_max",1,0.738,0.849252013808976
"BART_simul_se",0.9955,0.823999999999999,0.901667491068974
"stepwise_backward",0.174794331169184,1,0.297574352431926
"stepwise_forward",0.0499999999999999,1,0.0952380952380951
"lasso",0.798488615143027,1,0.88795515125296
