"","precision","recall","F1s"
"BART_pointwise",0.584184296255792,0.2008,0.298870199691074
"BART_simul_max",0.01,1e-04,0.000198019801980198
"BART_simul_se",0.822166666666666,0.0203,0.0396217061011316
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.600930248911565,0.5278,0.561996076000217
