"","precision","recall","F1s"
"BART_pointwise",1,0.580000000000001,0.734177215189874
"BART_simul_max",1,0.427999999999999,0.599439775910364
"BART_simul_se",1,0.442,0.613037447988904
"stepwise_backward",0.504602453102453,0.654,0.569669093044501
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.916666666666667,0.324,0.478774852229983
