"","precision","recall","F1s"
"BART_pointwise",0.9685,0.985,0.976680317379063
"BART_simul_max",0.92,0.6475,0.76006379585327
"BART_simul_se",0.98,0.68,0.80289156626506
"stepwise_backward",0.617704184704184,1,0.76368002326351
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.909693528693528,1,0.952711537244276
