"","precision","recall","F1s"
"BART_pointwise",0.996468671679198,0.972000000000001,0.984082259278169
"BART_simul_max",0.77,0.0855,0.153909994155465
"BART_simul_se",0.98,0.21,0.345882352941176
"stepwise_backward",0.489049284103995,1,0.656861111750603
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.61014574438208,1,0.75787641772296
