"","precision","recall","F1s"
"BART_pointwise",0.906923845147441,0.53275,0.671212691861909
"BART_simul_max",0.08,0.002,0.00390243902439024
"BART_simul_se",0.918,0.05725,0.107778518328634
"stepwise_backward",0.307007864859846,1,0.469787325867037
"stepwise_forward",0.2,1,0.333333333333333
"lasso",0.516570172858978,1,0.681234778454281
