"","precision","recall","F1s"
"BART_pointwise",0.526401050454569,0.7036,0.602236524859805
"BART_simul_max",0.23,0.0104,0.0199001663893511
"BART_simul_se",0.940198412698413,0.2216,0.358664577222232
"stepwise_backward",NA,NA,NA
"stepwise_forward",NA,NA,NA
"lasso",0.428582574858004,0.9992,0.599866837344904
