"","precision","recall","F1s"
"BART_pointwise",0.948864577451533,0.981500000000001,0.964906415759241
"BART_simul_max",0.86,0.1035,0.18476388168137
"BART_simul_se",1,0.3625,0.532110091743119
"stepwise_backward",0.164529234148042,1,0.282567803921917
"stepwise_forward",0.0999999999999998,1,0.181818181818181
"lasso",0.536128658962299,1,0.698025723085552
